year_month,android,angular,arrays,azure,c,c#,c++,css,dart,dataframe,django,docker,excel,flutter,html,java,javascript,kotlin,node.js,pandas,php,python,python-3.x,r,react-native,reactjs,spring-boot,sql,swift,typescript
2023-02,3.2437745740498034,1.998689384010485,1.474442988204456,1.2450851900393185,1.6055045871559634,5.144167758846658,2.686762778505898,2.8178243774574048,1.6382699868938402,1.9331585845347314,1.7038007863695939,1.4089121887287024,1.802096985583224,3.5386631716906947,3.9318479685452163,4.783748361730013,10.64875491480996,1.2778505897771952,2.7850589777195283,2.981651376146789,2.621231979030144,16.775884665792923,2.653997378768021,3.8335517693315855,1.507208387942333,5.930537352555701,1.3761467889908259,2.326343381389253,1.3761467889908259,2.948885976408912
2023-03,3.489889106327462,1.467710371819961,1.5655577299412915,1.2720156555772992,1.467710371819961,5.38160469667319,2.609262883235486,3.2615786040443573,1.663405088062622,1.8590998043052838,2.1200260926288323,1.304631441617743,1.663405088062622,3.0332681017612524,4.3705153294194385,5.47945205479452,9.980430528375733,1.4024787997390735,2.446183953033268,2.902804957599478,2.446183953033268,16.9928245270711,2.804957599478147,3.294194390084801,1.304631441617743,5.544683626875408,1.989562948467058,2.968036529680365,1.304631441617743,2.609262883235486
2023-04,3.5161155295102553,2.092925910422771,1.297614064462118,1.3394725826705736,1.7161992465466722,5.316031812473838,2.804520719966513,3.557974047718711,1.9673503557974048,1.4650481372959399,1.7161992465466722,1.5487651737128505,1.4650481372959399,4.060276266220176,4.437002930096274,5.483465885307661,10.046044370029302,1.0464629552113855,2.595228128924236,2.8463792381749684,2.0092088740058602,15.948095437421514,2.218501465048137,3.892842193386354,0.9627459187944746,5.148597739640016,1.8836333193804937,3.1812473838426123,1.1720385098367516,3.264964420259523
2023-05,3.9330922242314643,1.89873417721519,1.0849909584086799,1.3562386980108498,1.4014466546112114,5.877034358047016,2.3508137432188065,3.842676311030741,0.9041591320072333,1.3562386980108498,1.89873417721519,1.7179023508137432,1.3562386980108498,2.396021699819168,4.792043399638336,6.283905967450271,10.488245931283906,1.89873417721519,3.390596745027125,2.2603978300180834,2.938517179023508,15.596745027124772,2.2603978300180834,3.3453887884267632,0.9041591320072333,4.9276672694394215,2.2603978300180834,2.848101265822785,1.6726943942133816,2.7576853526220613
2023-06,3.7019681349578253,1.6869728209934396,0.9840674789128397,1.9212746016869726,1.5463917525773196,5.5295220243673855,3.1865042174320526,3.3270852858481725,1.3120899718837862,2.108716026241799,1.4526710402999063,1.4058106841611997,1.4058106841611997,2.9053420805998127,3.8425492033739452,5.295220243673851,9.278350515463918,1.5463917525773196,2.5773195876288657,2.9053420805998127,2.7647610121836927,15.557638238050608,2.014995313964386,4.5923149015932525,1.499531396438613,5.810684161199625,1.7806935332708531,2.858481724461106,1.6869728209934396,3.5145267104029996
2023-07,3.5553555355535553,1.3051305130513051,1.17011701170117,1.4851485148514851,1.7551755175517552,5.5805580558055805,2.8802880288028803,3.2853285328532857,1.935193519351935,1.3951395139513951,1.5751575157515751,1.7551755175517552,1.3501350135013501,3.4203420342034203,3.6903690369036903,5.535553555355536,9.675967596759676,1.4851485148514851,3.87038703870387,2.4752475247524752,2.6102610261026102,16.516651665166517,1.8001800180018002,3.87038703870387,1.2601260126012601,5.7605760576057605,1.8901890189018902,2.4752475247524752,1.4851485148514851,3.1503150315031503
2023-08,3.80811078140455,1.8298714144411472,1.2858555885262115,1.7309594460929771,1.483679525222552,5.687438180019782,2.7695351137487636,3.5608308605341246,1.2858555885262115,1.582591493570722,1.1374876360039565,1.7804154302670623,1.9782393669634024,3.214638971315529,3.4124629080118694,5.440158259149357,9.693372898120673,1.6815034619188922,3.3135509396636995,1.8793273986152326,3.016815034619189,15.875370919881307,1.6320474777448073,3.956478733926805,1.3847675568743818,6.083086053412463,2.324431256181998,2.274975272007913,1.582591493570722,3.3135509396636995
2023-09,4.230989136649514,2.287021154945683,1.1435105774728416,1.7724413950829045,1.315037164093768,5.145797598627787,2.9159519725557463,3.659233847913093,1.4865637507146943,1.315037164093768,1.3722126929674099,2.0011435105774726,1.4865637507146943,3.2590051457975986,4.631217838765009,5.77472841623785,10.348770726129217,1.315037164093768,2.9731275014293885,2.0011435105774726,2.9731275014293885,15.323041738136078,1.6009148084619784,3.487707261292167,2.0011435105774726,5.031446540880504,1.8296169239565465,2.4585477415666093,1.257861635220126,3.6020583190394513
2023-10,3.040734366035571,2.2375215146299485,1.0327022375215147,1.6064257028112447,2.352266207687894,6.4830751577739525,3.671830177854274,3.2128514056224895,1.0900745840504877,0.8032128514056224,1.663798049340218,2.2948938611589216,2.1801491681009755,2.6965002868617325,4.073436603557085,5.450372920252438,9.351692484222603,1.376936316695353,3.098106712564544,1.7211703958691909,2.2948938611589216,14.802065404475043,2.2948938611589216,3.843947217441193,0.8605851979345954,6.196213425129088,2.63912794033276,2.4670109007458403,2.1227768215720024,3.040734366035571
2023-11,3.8066465256797586,1.812688821752266,0.6646525679758308,1.9939577039274923,2.6586102719033233,5.80060422960725,2.4773413897280965,2.3564954682779455,1.5105740181268883,1.2688821752265862,1.8731117824773416,2.1148036253776437,2.4773413897280965,3.5045317220543803,3.081570996978852,5.5589123867069485,9.123867069486405,1.7522658610271902,3.3836858006042294,2.175226586102719,2.598187311178248,15.528700906344412,2.2356495468277946,3.8670694864048336,1.148036253776435,5.740181268882175,1.5105740181268883,2.598187311178248,1.570996978851964,3.8066465256797586
2023-12,4.0169133192389,1.4094432699083863,0.8456659619450317,1.620859760394644,1.8322762508809023,5.9196617336152215,3.5940803382663846,2.6074700493305145,1.9027484143763214,1.1980267794221282,2.3960535588442564,1.7618040873854828,1.9027484143763214,3.7350246652572237,3.5940803382663846,6.2015503875969,10.007047216349543,1.0570824524312896,2.255109231853418,2.3960535588442564,2.3960535588442564,16.0676532769556,1.9027484143763214,3.382663847780127,0.9161381254404511,5.567300916138125,2.3960535588442564,2.3960535588442564,1.7618040873854828,2.9598308668076108
2024-01,3.9304123711340204,2.899484536082474,0.9664948453608248,2.2551546391752577,1.804123711340206,6.25,3.608247422680412,2.770618556701031,1.5463917525773196,1.2886597938144329,1.3530927835051547,1.8685567010309279,2.190721649484536,3.9304123711340204,3.608247422680412,5.798969072164948,8.24742268041237,1.2886597938144329,2.5128865979381443,1.8685567010309279,2.3195876288659796,14.04639175257732,1.7396907216494846,4.31701030927835,1.2886597938144329,5.47680412371134,1.8685567010309279,2.770618556701031,2.0618556701030926,4.123711340206185
2024-02,3.970390309555855,1.2113055181695829,0.9421265141318977,2.1534320323014806,2.0861372812920593,4.8452220726783315,3.566621803499327,2.8936742934051143,1.547779273216689,0.6729475100942126,1.3458950201884252,2.4226110363391657,1.8842530282637955,3.970390309555855,4.979811574697174,5.921938088829071,10.565275908479139,1.8169582772543742,2.9609690444145356,1.7496635262449527,3.028263795423957,14.064602960969044,1.6823687752355316,3.835800807537012,1.6823687752355316,5.585464333781965,2.1534320323014806,2.355316285329744,1.6150740242261103,2.489905787348587
2024-03,3.7037037037037033,1.9566736547868624,1.187980433263452,2.4458420684835778,1.9566736547868624,6.359189378057302,2.166317260656883,3.0747728860936405,1.397624039133473,1.0482180293501049,1.0482180293501049,1.6771488469601679,1.9566736547868624,3.7037037037037033,2.795248078266946,6.079664570230608,10.202655485674354,1.8867924528301887,3.563941299790356,1.5373864430468203,2.86512928022362,16.49196366177498,1.8169112508735148,4.053109713487072,1.187980433263452,5.73025856044724,2.166317260656883,1.6072676450034942,1.6771488469601679,2.655485674353599
2024-04,4.912067919951486,2.607640994542147,0.7883565797453002,2.1831412977562157,1.5767131594906003,5.579138872043663,4.1843541540327465,3.1534263189812006,0.9096422073984234,0.9702850212249848,1.0915706488781078,1.9405700424499697,2.2437841115827775,4.123711340206185,3.0321406913280775,5.3972104305639785,8.853850818677987,2.0618556701030926,3.214069132807762,1.2734990903577925,2.0618556701030926,14.614918132201336,2.0618556701030926,3.3353547604608855,2.4863553668890237,5.88235294117647,2.1831412977562157,2.607640994542147,1.334141904184354,3.3353547604608855
2024-05,4.996876951905059,2.4359775140537163,0.5621486570893192,2.2485946283572766,1.499063085571518,4.62211118051218,2.9356652092442226,2.4984384759525295,1.5615240474703311,1.061836352279825,1.811367895065584,1.811367895065584,2.373516552154903,4.309806371018113,3.0605871330418486,4.934415990006246,8.68207370393504,1.499063085571518,3.497813866333541,1.2492192379762648,3.3104309806371015,16.114928169893815,1.5615240474703311,3.1230480949406623,1.9362898188632107,6.058713304184884,2.6858213616489697,2.998126171143036,1.4366021236727045,3.1230480949406623
2024-06,4.811547714514836,2.3255813953488373,1.0425020048115476,2.0048115477145148,1.0425020048115476,7.137129109863673,3.2878909382518042,2.245388933440257,0.7217321571772253,1.2830793905372895,1.7642341619887731,1.8444266238973537,1.7642341619887731,3.2076984763432237,3.3680834001603848,4.891740176423416,9.54290296712109,1.36327185244587,3.4482758620689653,1.7642341619887731,3.769045709703288,15.717722534081796,1.2830793905372895,2.6463512429831595,2.0850040096230953,5.292702485966319,1.6038492381716118,2.3255813953488373,2.566158781074579,3.8492381716118684
2024-07,5.71658615136876,1.7713365539452495,0.5636070853462157,2.3349436392914655,1.6908212560386473,6.602254428341385,3.6231884057971016,2.576489533011272,1.4492753623188406,0.5636070853462157,1.6908212560386473,2.576489533011272,1.8518518518518516,3.784219001610306,3.6231884057971016,4.508856682769726,8.132045088566828,2.3349436392914655,2.818035426731079,1.1272141706924315,4.1062801932367154,16.264090177133657,1.932367149758454,2.737520128824477,1.529790660225443,4.428341384863124,2.254428341384863,1.610305958132045,1.932367149758454,3.864734299516908
2024-08,5.353728489483748,2.1032504780114722,1.0516252390057361,2.8680688336520075,1.5296367112810707,7.839388145315487,4.2065009560229445,2.8680688336520075,0.3824091778202677,1.147227533460803,1.7208413001912046,1.4340344168260037,1.8164435946462716,2.676864244741874,3.3460803059273423,4.2065009560229445,7.0745697896749515,1.338432122370937,2.581261950286807,1.9120458891013385,2.390057361376673,18.068833652007648,1.0516252390057361,3.3460803059273423,2.0076481835564053,6.405353728489484,2.390057361376673,2.294455066921606,1.6252390057361379,2.9636711281070744
2024-09,6.326304106548279,2.885682574916759,0.776914539400666,2.4417314095449503,1.2208657047724751,5.771365149833518,2.9966703662597114,3.107658157602664,1.6648168701442843,0.8879023307436182,1.6648168701442843,1.2208657047724751,1.8867924528301887,4.661487236403995,3.7735849056603774,5.771365149833518,9.100998890122087,2.885682574916759,2.774694783573807,1.1098779134295227,2.9966703662597114,13.09655937846837,1.3318534961154271,3.3296337402885685,2.2197558268590454,3.9955604883462823,1.9977802441731412,2.885682574916759,1.7758046614872365,3.4406215316315207
2024-10,5.762711864406779,2.0338983050847457,0.5649717514124294,2.4858757062146895,2.937853107344633,7.005649717514125,4.971751412429379,2.824858757062147,1.0169491525423728,0.6779661016949152,1.1299435028248588,2.0338983050847457,1.694915254237288,3.728813559322034,2.4858757062146895,6.214689265536723,6.892655367231638,1.807909604519774,2.0338983050847457,1.3559322033898304,2.711864406779661,14.689265536723164,0.903954802259887,3.5028248587570623,1.694915254237288,5.310734463276836,2.937853107344633,2.2598870056497176,1.92090395480226,4.406779661016949
2024-11,7.426376440460948,3.329065300896287,0.5121638924455826,2.4327784891165174,2.4327784891165174,6.658130601792574,3.713188220230474,2.560819462227913,1.0243277848911652,0.7682458386683738,1.6645326504481435,2.176696542893726,1.5364916773367476,4.097311139564661,2.0486555697823303,6.017925736235595,5.8898847631242,3.0729833546734953,2.560819462227913,1.0243277848911652,2.9449423815621,14.7247119078105,1.2804097311139564,3.329065300896287,2.4327784891165174,4.097311139564661,2.176696542893726,2.176696542893726,1.1523687580025608,4.737516005121639
2024-12,5.710102489019034,2.1961932650073206,0.7320644216691069,2.9282576866764276,1.610541727672035,6.002928257686676,2.342606149341142,3.513909224011713,1.610541727672035,0.29282576866764276,0.7320644216691069,1.7569546120058566,1.7569546120058566,3.953147877013177,4.099560761346998,8.784773060029282,8.052708638360176,2.4890190336749636,2.781844802342606,1.171303074670571,2.9282576866764276,14.202049780380674,0.43923865300146414,2.781844802342606,3.074670571010249,4.831625183016105,2.635431918008785,1.7569546120058566,1.171303074670571,3.6603221083455346
2025-01,4.885496183206107,3.2061068702290076,0.7633587786259541,1.0687022900763359,2.1374045801526718,4.732824427480916,4.2748091603053435,2.7480916030534353,1.0687022900763359,0.7633587786259541,1.984732824427481,2.595419847328244,1.6793893129770994,3.816793893129771,4.427480916030534,7.480916030534352,6.7175572519083975,1.3740458015267176,2.7480916030534353,1.0687022900763359,3.3587786259541987,14.80916030534351,0.7633587786259541,2.4427480916030535,2.4427480916030535,4.885496183206107,3.0534351145038165,1.984732824427481,2.595419847328244,4.122137404580153
2025-02,3.486238532110092,2.7522935779816518,0.7339449541284404,2.385321100917431,2.2018348623853212,6.422018348623854,4.220183486238533,5.137614678899083,0.7339449541284404,1.1009174311926606,0.9174311926605505,1.4678899082568808,2.2018348623853212,3.669724770642202,3.853211009174312,7.339449541284404,6.7889908256880735,1.4678899082568808,3.1192660550458715,1.4678899082568808,2.385321100917431,15.229357798165138,1.4678899082568808,3.1192660550458715,1.4678899082568808,5.871559633027523,1.2844036697247707,2.385321100917431,1.2844036697247707,4.036697247706423
2025-03,4.643962848297214,2.941176470588235,0.6191950464396285,3.7151702786377707,0.9287925696594427,5.727554179566564,6.3467492260061915,3.2507739938080498,0.6191950464396285,0.30959752321981426,0.7739938080495357,2.476780185758514,1.8575851393188854,3.8699690402476783,2.476780185758514,5.727554179566564,8.359133126934983,1.08359133126935,2.476780185758514,0.7739938080495357,3.2507739938080498,14.705882352941178,0.46439628482972134,3.0959752321981426,2.941176470588235,5.572755417956656,2.941176470588235,2.321981424148607,1.5479876160990713,4.179566563467492
2025-04,3.571428571428571,3.571428571428571,0.0,2.6785714285714284,3.571428571428571,4.464285714285714,4.464285714285714,5.357142857142857,0.0,1.7857142857142856,0.8928571428571428,2.6785714285714284,0.8928571428571428,2.6785714285714284,5.357142857142857,4.464285714285714,12.5,6.25,1.7857142857142856,1.7857142857142856,3.571428571428571,11.607142857142858,0.0,2.6785714285714284,2.6785714285714284,1.7857142857142856,1.7857142857142856,2.6785714285714284,1.7857142857142856,2.6785714285714284
